2024-05-10 18:45:18.047146,-1.2949,-0.9888,-0.0479,-1.8979,-1.7821,127.3651,-0.6069,0.7948,217.3651
2024-05-10 18:45:18.318189,-1.5873,-0.307,-0.0284,-2.1546,-1.1993,100.9471,-0.1899,0.9818,190.9471
2024-05-10 18:45:18.567747,-1.624,0.3935,-0.0264,-2.0038,0.7046,76.378,0.2355,0.9719,166.378
2024-05-10 18:45:18.789407,-1.8323,1.152,0.0209,-1.5118,2.2988,57.8408,0.5323,0.8466,147.8408
2024-05-10 18:45:19.013380,-1.7767,1.7962,0.0494,-1.0728,2.0517,44.687,0.711,0.7032,134.687
2024-05-10 18:45:19.230267,-1.4601,2.2713,0.0665,-0.9748,0.4579,32.7346,0.8412,0.5407,122.7346
2024-05-10 18:45:19.448144,-0.9345,2.5353,0.0829,-1.0195,-0.2089,20.234,0.9383,0.3459,110.234
2024-05-10 18:45:19.668690,-0.4797,2.6241,0.1209,-0.8053,1.0012,10.3603,0.9837,0.1798,100.3603
2024-05-10 18:45:19.770642,0.1658,2.454,0.115,-1.1602,-1.6584,356.1352,0.9977,-0.0674,86.1352
2024-05-10 18:45:20.076733,0.7535,2.0918,0.0865,-1.3005,-0.6558,340.1893,0.9408,-0.3389,70.1894
2024-05-10 18:45:20.326001,1.1799,1.5812,0.0539,-1.3799,-0.3709,323.2703,0.8015,-0.598,53.2703
2024-05-10 18:45:20.571006,1.5269,1.0086,0.0584,-1.6167,-1.1068,303.4472,0.5512,-0.8344,33.4472
2024-05-10 18:45:20.978782,1.6174,0.605,0.1378,-1.0553,2.6234,290.5077,0.3503,-0.9366,20.5077
2024-05-10 18:45:21.342376,2.3519,0.4193,0.0646,-0.4458,-2.3908,280.1083,0.1755,-0.9845,10.1082
2024-05-10 18:45:21.590663,1.7345,0.8865,0.0096,1.3834,8.5475,117.0703,-0.4551,0.8904,27.0703
2024-05-10 18:45:21.800594,2.1037,1.1753,-0.1385,0.173,-5.6558,119.192,-0.4877,0.873,29.192
2024-05-10 18:45:22.033371,1.6821,1.7125,-0.0906,1.3311,5.4113,135.5126,-0.7134,0.7008,45.5126
2024-05-10 18:45:22.254975,1.1469,2.1448,-0.0034,1.3337,0.0123,151.8654,-0.8818,0.4715,61.8654
2024-05-10 18:45:22.484367,0.6825,2.3646,0.0316,0.9815,-1.6457,163.9001,-0.9608,0.2773,73.9001
2024-05-10 18:45:22.712000,0.0747,2.4186,0.0238,1.1689,0.8755,178.232,-0.9995,0.0309,88.232
2024-05-10 18:45:22.937621,-0.5473,2.2742,-0.0125,1.2478,0.3687,193.5314,-0.9722,-0.234,103.5314
2024-05-10 18:45:23.162679,-1.2093,1.8769,0.0002,1.571,1.5106,212.7944,-0.8406,-0.5416,122.7944
2024-05-10 18:45:23.388893,-1.706,1.2557,-0.0056,1.7006,0.6053,233.6458,-0.5928,-0.8054,143.6458
2024-05-10 18:45:23.844970,-1.78,-1.0378,-0.0081,1.6791,-1.2209,300.2442,0.5037,-0.8639,210.2442
2024-05-10 18:45:24.152120,-1.3918,-1.6115,0.0443,1.5447,-0.6282,319.1838,0.7568,-0.6536,229.1838
2024-05-10 18:45:24.360145,-0.6793,-2.0003,0.0562,1.7992,1.1892,341.244,0.9469,-0.3215,251.244
2024-05-10 18:45:24.583529,-0.0689,-2.0711,0.0643,1.3743,-1.9854,358.0945,0.9994,-0.0333,268.0945
2024-05-10 18:45:24.793379,0.6598,-1.8841,0.0298,1.7295,1.6598,19.3003,0.9438,0.3305,289.3003
2024-05-10 18:45:25.009084,1.3788,-1.4032,0.0202,2.055,1.521,44.497,0.7133,0.7009,314.497
2024-05-10 18:45:25.224245,1.9187,-0.6897,0.0084,2.0987,0.2043,70.2297,0.3383,0.9411,340.2297
2024-05-10 18:45:25.443005,2.0922,0.1712,-0.0155,1.9939,-0.4896,94.6776,-0.0815,0.9967,4.6776
2024-05-10 18:45:25.656380,1.8884,1.0515,-0.0532,1.9926,-0.0062,119.1094,-0.4865,0.8737,29.1094
2024-05-10 18:45:25.873531,1.6071,1.8047,-0.0779,1.5663,-1.9918,138.3148,-0.7468,0.665,48.3148
2024-05-10 18:45:26.089529,0.7451,2.3356,-0.0296,1.9567,1.8242,162.3068,-0.9527,0.3039,72.3068
2024-05-10 18:45:26.305471,-0.0389,2.4086,-0.0198,1.5184,-2.0482,180.9246,-0.9999,-0.0161,90.9246
2024-05-10 18:45:26.532801,-0.9098,2.074,-0.0026,1.8564,1.5793,203.6864,-0.9158,-0.4017,113.6864
2024-05-10 18:45:26.749986,-1.6167,1.3287,0.0126,2.1937,1.5762,230.5841,-0.6349,-0.7726,140.5841
2024-05-10 18:45:26.984629,-1.976,0.335,0.0117,2.4299,1.1037,260.3778,-0.1672,-0.9859,170.3778
2024-05-10 18:45:27.225904,-1.7393,-0.7346,-0.0295,2.6522,1.0387,292.8969,0.3891,-0.9212,202.8969
2024-05-10 18:45:27.444387,-1.4272,-1.5611,0.0156,2.0119,-2.992,317.5651,0.738,-0.6748,227.5651
2024-05-10 18:45:27.659606,-0.4454,-2.0658,0.0094,2.4686,2.1344,347.8339,0.9775,-0.2107,257.8339
2024-05-10 18:45:27.879348,0.4388,-1.9842,0.0137,2.0092,-2.1468,12.4697,0.9764,0.2159,282.4697
2024-05-10 18:45:28.093290,1.394,-1.378,-0.0021,2.68,3.1345,45.3303,0.703,0.7112,315.3303
2024-05-10 18:45:28.312278,1.9901,-0.3606,-0.0251,2.8055,0.5862,79.729,0.1783,0.984,349.729
2024-05-10 18:45:28.539077,1.8874,0.844,0.0031,2.8026,-0.0134,114.0925,-0.4082,0.9129,24.0924
2024-05-10 18:45:28.753629,1.5772,1.8175,0.0051,2.0355,-3.5845,139.0506,-0.7553,0.6554,49.0506
2024-05-10 18:45:29.342890,-1.4271,1.6172,-0.0242,2.4077,2.1694,221.4265,-0.7498,-0.6617,131.4265
2024-05-10 18:45:29.564988,-1.9139,0.5036,-0.0151,2.7593,1.6427,255.2588,-0.2545,-0.9671,165.2588
2024-05-10 18:45:29.787591,-1.7391,-0.7313,-0.0171,3.0623,1.4161,292.8068,0.3876,-0.9218,202.8068
2024-05-10 18:45:30.009318,-1.3085,-1.6503,0.0148,2.3476,-3.3399,321.5912,0.7836,-0.6213,231.5912
2024-05-10 18:45:30.228094,-0.2211,-2.1002,-0.0181,2.6425,1.378,353.9913,0.9945,-0.1047,263.9912
2024-05-10 18:45:30.447903,0.7802,-1.8424,-0.0082,2.3618,-1.3113,22.9505,0.9208,0.3899,292.9505
2024-05-10 18:45:30.684259,1.6527,-1.0181,0.0178,2.8885,2.4608,58.3666,0.5245,0.8514,328.3666
2024-05-10 18:45:30.898894,2.0374,0.1555,0.0422,2.9359,0.2217,94.3644,-0.0761,0.9971,4.3644
2024-05-10 18:45:31.342982,0.0473,2.425,-0.0429,2.09,0.4048,178.8824,-0.9998,0.0195,88.8824
2024-05-10 18:45:31.626890,-1.0015,2.0104,-0.0211,2.2509,0.7522,206.4815,-0.8951,-0.4459,116.4816
2024-05-10 18:45:31.848107,-1.7322,1.0574,-0.003,2.6194,1.7218,238.5987,-0.521,-0.8535,148.5986
2024-05-10 18:45:32.067469,-1.9397,-0.1564,-0.0137,2.937,1.484,274.6096,0.0804,-0.9968,184.6096
2024-05-10 18:45:32.282823,-1.4582,-1.305,-0.0423,3.0353,0.4594,311.826,0.6669,-0.7452,221.826
2024-05-10 18:45:32.521386,-0.745,-1.9752,0.0008,2.2434,-3.7002,339.3332,0.9356,-0.3529,249.3332
2024-05-10 18:45:32.732694,0.2781,-2.0354,0.0541,2.3202,0.3587,7.7816,0.9908,0.1354,277.7816
2024-05-10 18:45:32.949409,1.2875,-1.4676,0.0715,2.7304,1.9167,41.2594,0.7517,0.6595,311.2593
2024-05-10 18:45:33.060816,1.9729,-0.4374,0.0356,2.9557,1.0528,77.4996,0.2164,0.9763,347.4996
2024-05-10 18:45:33.302768,1.8988,0.8169,0.0153,2.9181,-0.1756,113.2791,-0.3952,0.9186,23.2791
2024-05-10 18:45:33.513524,1.5732,1.8143,-0.036,2.1035,-3.8066,139.0704,-0.7555,0.6551,49.0704
2024-05-10 18:45:33.778058,0.4912,2.4089,-0.0097,2.3981,1.3769,168.4745,-0.9798,0.1998,78.4745
2024-05-10 18:45:33.989186,-0.5193,2.2971,-0.0287,1.979,-1.9585,192.7396,-0.9754,-0.2205,102.7396
2024-05-10 18:45:34.225616,-1.4551,1.5883,-0.0483,2.4266,2.0918,222.4934,-0.7374,-0.6755,132.4934
2024-05-10 18:45:34.444638,-1.9609,0.4698,-0.0506,2.7757,1.6312,256.5275,-0.233,-0.9725,166.5275
2024-05-10 18:45:34.665324,-1.7194,-0.7756,-0.0395,3.079,1.4171,294.2799,0.4112,-0.9115,204.2799
2024-05-10 18:45:34.880968,-1.2845,-1.6715,0.0505,2.2982,-3.6486,322.4587,0.7929,-0.6093,232.4587
2024-05-10 18:45:35.102146,-0.2056,-2.0985,0.0613,2.6055,1.436,354.4053,0.9952,-0.0975,264.4053
2024-05-10 18:45:35.316185,0.7998,-1.832,0.0499,2.3797,-1.0551,23.5836,0.9165,0.4001,293.5836
2024-05-10 18:45:35.546784,1.7957,-1.0432,-0.0035,2.9575,2.6999,59.846,0.5023,0.8647,329.846
2024-05-10 18:45:35.760445,2.0476,0.155,0.0049,2.8124,-0.6781,94.3292,-0.0755,0.9971,4.3292
2024-05-10 18:45:35.976914,1.7112,1.3607,0.014,2.7861,-0.1229,128.4899,-0.6224,0.7827,38.4899
2024-05-10 18:45:36.193367,1.1085,2.1686,-0.0426,1.993,-3.7059,152.9267,-0.8904,0.4551,62.9267
2024-05-10 18:45:36.413265,0.0665,2.425,-0.0846,2.08,0.4064,178.4298,-0.9996,0.0274,88.4298
2024-05-10 18:45:36.629027,-0.9803,2.0277,-0.0842,2.2323,0.712,205.8012,-0.9003,-0.4353,115.8012
2024-05-10 18:45:36.852760,-1.7195,1.0952,-0.0388,2.5858,1.6516,237.5064,-0.5372,-0.8435,147.5064
2024-05-10 18:45:37.067463,-1.9475,-0.1047,0.0176,2.9011,1.4732,273.0772,0.0537,-0.9986,183.0772
2024-05-10 18:45:37.314942,-1.4383,-1.2702,0.0175,3.1294,1.0672,311.4481,0.6619,-0.7496,221.4481
2024-05-10 18:45:37.555533,-0.7892,-1.9555,0.0433,2.1674,-4.4957,338.0228,0.9273,-0.3742,248.0228
2024-05-10 18:45:37.976028,1.9429,-0.5264,0.0275,2.937,1.2507,74.839,0.2615,0.9652,344.839
2024-05-10 18:45:38.214097,1.9308,0.7142,-0.003,2.892,-0.2104,110.2982,-0.3469,0.9379,20.2982
2024-05-10 18:45:38.439178,1.6371,1.7351,-0.0903,2.1504,-3.4654,136.6646,-0.7273,0.6863,46.6646
2024-05-10 18:45:38.675154,0.5935,2.38,-0.0815,2.3924,1.1311,165.9988,-0.9703,0.2419,75.9988
2024-05-10 18:45:38.897568,-0.4067,2.3365,-0.0574,1.9473,-2.0802,189.8748,-0.9852,-0.1715,99.8748
2024-05-10 18:45:39.112198,-1.3649,1.6923,-0.0087,2.3662,1.9577,218.8878,-0.7784,-0.6278,128.8878
2024-05-10 18:45:39.330045,-1.9355,0.6156,0.0129,2.7295,1.6977,252.3555,-0.3031,-0.953,162.3555
2024-05-10 18:45:39.548475,-1.764,-0.6311,-0.006,3.0444,1.4714,289.6841,0.3368,-0.9416,199.6841
2024-05-10 18:45:39.764348,-1.3881,-1.5743,0.0473,2.358,-3.2076,318.5962,0.7501,-0.6614,228.5962
2024-05-10 18:45:39.980181,-0.3249,-2.0885,0.0573,2.6555,1.3902,351.1563,0.9881,-0.1537,261.1562
2024-05-10 18:45:40.197313,0.6522,-1.9097,0.0618,2.259,-1.8528,18.8547,0.9463,0.3232,288.8547
2024-05-10 18:45:40.416010,1.5657,-1.1689,0.0034,2.8057,2.5548,53.2569,0.5982,0.8013,323.2568
2024-05-10 18:45:40.633630,2.0362,-0.0463,-0.0568,2.8903,0.3953,88.6961,0.0228,0.9997,358.6962
2024-05-10 18:45:40.873876,1.7444,1.1874,-0.0463,2.8991,0.0411,124.2434,-0.5627,0.8267,34.2434
2024-05-10 18:45:41.084946,1.3061,2.0481,-0.0631,1.8947,-4.6939,147.4743,-0.8432,0.5377,57.4743
2024-05-10 18:45:41.299692,0.2505,2.4334,-0.0367,2.1734,1.3024,174.1226,-0.9947,0.1024,84.1226
2024-05-10 18:45:41.526327,-0.7981,2.1537,-0.0319,2.1377,-0.1668,200.3333,-0.9377,-0.3475,110.3333
2024-05-10 18:45:41.744100,-1.6228,1.3155,-0.0163,2.4986,1.6867,230.9698,-0.6297,-0.7768,140.9698
2024-05-10 18:45:41.958624,-1.9722,0.1522,0.0245,2.8233,1.5171,265.5871,-0.0769,-0.997,175.587
2024-05-10 18:45:42.174684,-1.5656,-1.0516,0.035,3.1238,1.4041,303.8887,0.5576,-0.8301,213.8887
2024-05-10 18:45:42.394347,-1.0666,-1.8243,0.07,2.1041,-4.765,329.6872,0.8633,-0.5047,239.6872
2024-05-10 18:45:42.615718,-0.0213,-2.0866,0.0231,2.4245,1.4976,359.4153,0.9999,-0.0102,269.4153
2024-05-10 18:45:42.837543,0.9951,-1.6944,-0.0228,2.5292,0.489,30.4265,0.8623,0.5064,300.4265
2024-05-10 18:45:43.053495,1.7731,-0.7898,-0.0345,2.9005,1.735,65.9903,0.4069,0.9135,335.9903
2024-05-10 18:45:43.271754,1.9972,0.4005,-0.0225,2.883,-0.082,101.339,-0.1966,0.9805,11.339
2024-05-10 18:45:43.493768,1.7582,1.5065,-0.0433,2.3857,-2.3236,130.5908,-0.6507,0.7594,40.5908
2024-05-10 18:45:43.708572,0.8568,2.2815,-0.0468,2.3509,-0.1626,159.4161,-0.9362,0.3516,69.4161
2024-05-10 18:45:43.925723,-0.1112,2.4096,-0.0477,1.8943,-2.1339,182.6422,-0.9989,-0.0461,92.6422
2024-05-10 18:45:44.166972,-1.1239,1.9254,0.0025,2.2535,1.6787,210.273,-0.8636,-0.5041,120.273
2024-05-10 18:45:44.583525,-1.4937,-1.3461,-0.0016,2.7881,-0.5822,312.0256,0.6695,-0.7428,222.0256
2024-05-10 18:45:44.836203,-0.6833,-1.9965,-0.0155,2.3718,-1.9455,341.1069,0.9461,-0.3238,251.1068
2024-05-10 18:45:45.060802,0.3081,-2.0277,0.0033,2.2454,-0.5905,8.6385,0.9887,0.1502,278.6386
2024-05-10 18:45:45.279814,1.3007,-1.4608,0.0044,2.6949,2.1005,41.6819,0.7468,0.665,311.6819
2024-05-10 18:45:45.501177,2.0693,-0.4724,-0.0387,2.892,0.9207,77.141,0.2226,0.9749,347.141
2024-05-10 18:45:45.758947,1.9407,0.7769,-0.0297,2.8281,-0.2983,111.8173,-0.3716,0.9284,21.8173
2024-05-10 18:45:45.977255,1.6038,1.7776,-0.0493,2.1306,-3.2594,137.9413,-0.7425,0.6699,47.9414
2024-05-10 18:45:46.265357,0.5607,2.3925,0.0068,2.3544,1.0458,166.8095,-0.9736,0.2282,76.8095
